              0       0.419667
        2.07399     -0.0515902
        4.14797      0.0877078
        6.22196      0.0944379
        8.29595      0.0807246
        10.3699      0.0656636
        12.4439      0.0503842
        14.5179      0.0384621
        16.5919      0.0287158
        18.6659       0.020449
        20.7399      0.0142993
        22.8139     0.00970232
        24.8878     0.00659314
        26.9618     0.00447025
        31.1098     0.00188838
        33.1838     0.00170247
        35.2578     0.00142397
        37.3318    0.000719833
        39.4057     8.3136e-05
        41.4797   -9.55939e-05
        43.5537   -1.99647e-06
        45.6277    4.46479e-05
        47.7017   -1.59088e-06
        49.7757   -2.72722e-05
        51.8497   -1.10747e-06
        53.9236    1.87653e-05
        55.9976    4.48314e-06
        58.0716   -1.29382e-05
        60.1456   -7.32268e-06
        64.2936    8.88943e-06
        66.3676   -2.43824e-06
        68.4416   -8.54285e-06
        70.5155   -2.30475e-06
        72.5895    6.02339e-06
        74.6635    5.48197e-06
        76.7375   -1.87504e-06
        78.8115   -6.01386e-06
        80.8855   -2.39832e-06
        82.9595    3.66215e-06
        85.0334    4.81871e-06
        87.1074    3.48914e-07
        89.1814   -4.08427e-06
        91.2554   -3.60578e-06
        93.3294     7.3858e-07
        97.4774    2.74868e-06
        99.5513   -1.16998e-06
        101.625   -3.60987e-06
        103.699   -2.27861e-06
        105.773    1.19138e-06
        107.847    3.27762e-06
        109.921    2.11712e-06
        111.995   -9.46892e-07
        114.069   -2.95056e-06
        118.217    5.10287e-07
        120.291    2.58127e-06
        122.365    2.30135e-06
        124.439     7.1582e-08
        126.513   -2.10086e-06
        130.661   -7.40142e-07
        132.735    1.45258e-06
        134.809    2.38305e-06
        136.883    1.39731e-06
        138.957   -6.26352e-07
        141.031   -2.07919e-06
        143.105     -1.897e-06
        145.179   -3.07956e-07
        147.253    1.44005e-06
        149.327     2.0675e-06
        151.401    1.18397e-06
        153.475   -5.03987e-07
        155.549   -1.77148e-06
        157.623   -1.76219e-06
        159.697   -5.46801e-07
        163.845    1.81066e-06
        165.919     1.4013e-06
        167.993    9.04743e-08
        170.067   -1.23217e-06
        172.141   -1.72043e-06
        174.215   -1.10359e-06
        176.289    1.82715e-07
        178.363    1.31262e-06
        180.437    1.60103e-06
        182.511    9.09639e-07
        184.585   -3.04999e-07
        186.659   -1.29978e-06
        188.733   -1.49939e-06
        190.807    -8.2054e-07
        192.881    3.10001e-07
        197.029    1.42692e-06
        199.103    8.20613e-07
        201.177   -2.22408e-07
        203.251   -1.11313e-06
        205.325   -1.37336e-06
        207.399   -8.86799e-07
        209.473    5.91162e-08
        211.547    9.47498e-07
        213.621    1.31522e-06
        215.695    9.90315e-07
        217.769    1.64761e-07
        219.843   -7.22778e-07
        221.917   -1.22161e-06
        223.991   -1.09541e-06
        226.065   -4.28428e-07
        230.212    1.06026e-06
        232.286      1.159e-06
         234.36    6.98841e-07
        236.434   -8.26907e-08
        238.508   -8.06039e-07
        240.582    -1.1343e-06
        242.656   -9.27667e-07
         244.73   -2.98417e-07
        246.804    4.52401e-07
        250.952    1.05489e-06
        253.026    6.56581e-07
          255.1   -2.35777e-08
        257.174   -6.77949e-07
        259.248   -1.02175e-06
        263.396   -4.17806e-07
         265.47    2.47075e-07
        267.544    7.92822e-07
        269.618    9.93434e-07
        271.692    7.75094e-07
        273.766    2.40222e-07
         275.84   -3.82173e-07
        277.914   -8.35398e-07
        279.988   -9.40345e-07
        282.062   -6.64392e-07
        284.136    -1.2838e-07
         286.21    4.47696e-07
        288.284    8.35515e-07
        290.358    8.88214e-07
        292.432    5.94248e-07
         296.58   -4.60521e-07
        298.654   -8.11357e-07
