              0       0.178535
        1.83592       0.053795
        2.44789      0.0592631
        4.89579      0.0453666
        6.73171      0.0360597
        7.34368      0.0336622
        9.79157       0.024802
        11.6275      0.0210721
        12.2395      0.0202539
        14.6874      0.0176437
        16.5233      0.0164716
        19.5831        0.01605
        21.4191      0.0157765
         22.031      0.0156167
        24.4789      0.0147778
        26.3148      0.0140384
        26.9268      0.0137601
        29.3747      0.0123851
        31.2106      0.0111157
        31.8226      0.0106788
        34.2705      0.0090568
        36.1064      0.0080742
        39.1663     0.00679781
        41.0022     0.00613974
        41.6142     0.00593357
        44.0621     0.00520308
         45.898     0.00478112
          46.51     0.00466444
        48.9579     0.00427884
        50.7938     0.00402026
        51.4058      0.0039315
        53.8536     0.00355342
        55.6896     0.00326409
        58.7494     0.00285199
        60.5853     0.00266566
        61.1973     0.00261153
        63.6452     0.00241135
        65.4811     0.00225662
        66.0931     0.00220191
        70.3769     0.00180254
        70.9889     0.00175009
        73.4368     0.00157119
        75.2727     0.00147053
        78.3326     0.00133871
        80.1685     0.00125939
        80.7805     0.00123083
        83.2284     0.00110552
        85.0643     0.00100654
        85.6763    0.000974508
        88.1241     0.00086053
        89.9601     0.00079548
         90.572    0.000777814
        93.0199    0.000722024
        94.8559    0.000687159
        97.9157     0.00061941
        99.7516    0.000567592
        100.364    0.000548786
        102.812    0.000471316
        104.647    0.000417629
        105.259    0.000401714
        107.707     0.00035089
        109.543    0.000325809
        110.155    0.000319345
        112.603    0.000297904
        114.439    0.000280925
        117.499    0.000240371
        119.335     0.00020827
        119.947    0.000196804
        122.395    0.000151165
        124.231    0.000121486
        124.843    0.000113122
         127.29    8.87491e-05
        129.126    7.93662e-05
        129.738    7.75162e-05
        132.186    7.31654e-05
        134.022    6.94355e-05
        137.082    5.48388e-05
        138.918    4.02006e-05
         139.53    3.46134e-05
        141.978    1.13088e-05
        143.814   -4.04463e-06
        144.426   -8.20333e-06
        148.709   -1.81634e-05
        149.321   -1.68298e-05
        151.769   -6.77144e-06
        153.605     3.0127e-06
        156.665    1.56542e-05
        158.501    1.79549e-05
        159.113    1.76652e-05
        161.561    1.17584e-05
        163.397    3.86904e-06
        164.009    9.70703e-07
        166.457   -9.80996e-06
        168.293   -1.50917e-05
        168.905   -1.60476e-05
        171.353   -1.53969e-05
        173.188   -1.06567e-05
        176.248    1.60986e-06
        178.084    8.74129e-06
        178.696    1.07034e-05
        181.144    1.52881e-05
         182.98    1.47375e-05
        183.592    1.38045e-05
         186.04    7.10063e-06
        187.876    2.68346e-07
        188.488    -2.0594e-06
        190.936   -1.01574e-05
        192.772    -1.3718e-05
        195.831   -1.30663e-05
        197.667   -9.01269e-06
        198.279   -7.21872e-06
        200.727    1.00849e-06
        202.563    6.94361e-06
        203.175    8.63521e-06
        205.623     1.3047e-05
        207.459    1.33563e-05
        208.071    1.28659e-05
        210.519    8.33826e-06
        212.355    3.06723e-06
        215.415   -6.21385e-06
         217.25    -1.0375e-05
        217.862   -1.13408e-05
         220.31   -1.26567e-05
        222.146   -1.09246e-05
        222.758   -9.88511e-06
        227.042    1.16862e-06
        227.654    2.88688e-06
        230.102    8.75278e-06
        231.938    1.13526e-05
        234.998     1.1148e-05
        236.834    8.42708e-06
        237.446    7.17983e-06
        239.894    1.17352e-06
